Ambient light color: Red=0.039216 Green=0.039216 Blue=0.039216

Named object: "Object01"
Tri-mesh, Vertices: 512     Faces: 1024
Vertex list:
Vertex 0:  X: -99.192619     Y: 226.066895     Z: -0.00002
Smoothing:  25
Face 177:    A:88 B:104 C:105 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 178:    A:89 B:106 C:90 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 179:    A:89 B:105 C:106 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 180:    A:90 B:107 C:91 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 181:    A:90 B:106 C:107 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 182:    A:91 B:108 C:92 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 183:    A:91 B:107 C:108 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 184:    A:92 B:109 C:93 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 185:    A:92 B:108 C:109 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 186:    A:93 B:110 C:94 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 187:    A:93 B:109 C:110 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 188:    A:94 B:111 C:95 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 189:    A:94 B:110 C:111 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 190:    A:95 B:96 C:80 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 191:    A:95 B:111 C:96 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 192:    A:96 B:113 C:97 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 193:    A:96 B:112 C:113 AB:1 BC:1 CA:0

                                     Page 18



Material:"CYAN PLSTC"
Smoothing:  1
Face 194:    A:97 B:114 C:98 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 195:    A:97 B:113 C:114 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 196:    A:98 B:115 C:99 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 197:    A:98 B:114 C:115 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 198:    A:99 B:116 C:100 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 199:    A:99 B:115 C:116 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 200:    A:100 B:117 C:101 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 201:    A:100 B:116 C:117 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 202:    A:101 B:118 C:102 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 203:    A:101 B:117 C:118 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 204:    A:102 B:119 C:103 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 205:    A:102 B:118 C:119 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 206:    A:103 B:120 C:104 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 207:    A:103 B:119 C:120 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 208:    A:104 B:121 C:105 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 209:    A:104 B:120 C:121 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 210:    A:105 B:122 C:106 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 211:    A:105 B:121 C:122 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 212:    A:106 B:123 C:107 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 213:    A:106 B:122 C:123 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"

                                     Page 19



Smoothing:  11
Face 214:    A:107 B:124 C:108 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 215:    A:107 B:123 C:124 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 216:    A:108 B:125 C:109 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 217:    A:108 B:124 C:125 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 218:    A:109 B:126 C:110 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 219:    A:109 B:125 C:126 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 220:    A:110 B:127 C:111 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 221:    A:110 B:126 C:127 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 222:    A:111 B:112 C:96 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 223:    A:111 B:127 C:112 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 224:    A:112 B:129 C:113 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 225:    A:112 B:128 C:129 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 226:    A:113 B:130 C:114 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 227:    A:113 B:129 C:130 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 228:    A:114 B:131 C:115 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 229:    A:114 B:130 C:131 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 230:    A:115 B:132 C:116 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 231:    A:115 B:131 C:132 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 232:    A:116 B:133 C:117 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 233:    A:116 B:132 C:133 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21

                                     Page 20



Face 234:    A:117 B:134 C:118 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 235:    A:117 B:133 C:134 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 236:    A:118 B:135 C:119 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 237:    A:118 B:134 C:135 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 238:    A:119 B:136 C:120 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 239:    A:119 B:135 C:136 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 240:    A:120 B:137 C:121 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 241:    A:120 B:136 C:137 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 242:    A:121 B:138 C:122 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 243:    A:121 B:137 C:138 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 244:    A:122 B:139 C:123 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 245:    A:122 B:138 C:139 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 246:    A:123 B:140 C:124 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 247:    A:123 B:139 C:140 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 248:    A:124 B:141 C:125 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 249:    A:124 B:140 C:141 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 250:    A:125 B:142 C:126 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 251:    A:125 B:141 C:142 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 252:    A:126 B:143 C:127 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 253:    A:126 B:142 C:143 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 254:    A:127 B:128 C:112 AB:0 BC:1 CA:1

                                     Page 21



Material:"CYAN PLSTC"
Smoothing:  32
Face 255:    A:127 B:143 C:128 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 256:    A:128 B:145 C:129 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 257:    A:128 B:144 C:145 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 258:    A:129 B:146 C:130 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 259:    A:129 B:145 C:146 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 260:    A:130 B:147 C:131 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 261:    A:130 B:146 C:147 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 262:    A:131 B:148 C:132 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 263:    A:131 B:147 C:148 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 264:    A:132 B:149 C:133 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 265:    A:132 B:148 C:149 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 266:    A:133 B:150 C:134 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 267:    A:133 B:149 C:150 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 268:    A:134 B:151 C:135 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 269:    A:134 B:150 C:151 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 270:    A:135 B:152 C:136 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 271:    A:135 B:151 C:152 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 272:    A:136 B:153 C:137 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 273:    A:136 B:152 C:153 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 274:    A:137 B:154 C:138 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"

                                     Page 22



Smoothing:  10
Face 275:    A:137 B:153 C:154 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 276:    A:138 B:155 C:139 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 277:    A:138 B:154 C:155 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 278:    A:139 B:156 C:140 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 279:    A:139 B:155 C:156 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 280:    A:140 B:157 C:141 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 281:    A:140 B:156 C:157 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 282:    A:141 B:158 C:142 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 283:    A:141 B:157 C:158 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 284:    A:142 B:159 C:143 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 285:    A:142 B:158 C:159 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 286:    A:143 B:144 C:128 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 287:    A:143 B:159 C:144 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 288:    A:144 B:161 C:145 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 289:    A:144 B:160 C:161 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 290:    A:145 B:162 C:146 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 291:    A:145 B:161 C:162 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18
Face 292:    A:146 B:163 C:147 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 293:    A:146 B:162 C:163 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 294:    A:147 B:164 C:148 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20

                                     Page 23



Face 295:    A:147 B:163 C:164 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 296:    A:148 B:165 C:149 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 297:    A:148 B:164 C:165 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 298:    A:149 B:166 C:150 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 299:    A:149 B:165 C:166 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 300:    A:150 B:167 C:151 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 301:    A:150 B:166 C:167 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 302:    A:151 B:168 C:152 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 303:    A:151 B:167 C:168 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 304:    A:152 B:169 C:153 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 305:    A:152 B:168 C:169 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 306:    A:153 B:170 C:154 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 307:    A:153 B:169 C:170 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 308:    A:154 B:171 C:155 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 309:    A:154 B:170 C:171 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 310:    A:155 B:172 C:156 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 311:    A:155 B:171 C:172 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 312:    A:156 B:173 C:157 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  29
Face 313:    A:156 B:172 C:173 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 314:    A:157 B:174 C:158 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 315:    A:157 B:173 C:174 AB:1 BC:1 CA:0

                                     Page 24



Material:"CYAN PLSTC"
Smoothing:  30
Face 316:    A:158 B:175 C:159 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 317:    A:158 B:174 C:175 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 318:    A:159 B:160 C:144 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 319:    A:159 B:175 C:160 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 320:    A:160 B:177 C:161 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 321:    A:160 B:176 C:177 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 322:    A:161 B:178 C:162 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 323:    A:161 B:177 C:178 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 324:    A:162 B:179 C:163 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 325:    A:162 B:178 C:179 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 326:    A:163 B:180 C:164 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 327:    A:163 B:179 C:180 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 328:    A:164 B:181 C:165 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 329:    A:164 B:180 C:181 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 330:    A:165 B:182 C:166 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 331:    A:165 B:181 C:182 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 332:    A:166 B:183 C:167 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  7
Face 333:    A:166 B:182 C:183 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 334:    A:167 B:184 C:168 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 335:    A:167 B:183 C:184 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"

                                     Page 25



Smoothing:  8
Face 336:    A:168 B:185 C:169 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 337:    A:168 B:184 C:185 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 338:    A:169 B:186 C:170 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 339:    A:169 B:185 C:186 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 340:    A:170 B:187 C:171 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 341:    A:170 B:186 C:187 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 342:    A:171 B:188 C:172 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 343:    A:171 B:187 C:188 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 344:    A:172 B:189 C:173 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 345:    A:172 B:188 C:189 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 346:    A:173 B:190 C:174 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 347:    A:173 B:189 C:190 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 348:    A:174 B:191 C:175 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 349:    A:174 B:190 C:191 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 350:    A:175 B:176 C:160 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 351:    A:175 B:191 C:176 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 352:    A:176 B:193 C:177 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17
Face 353:    A:176 B:192 C:193 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
Face 354:    A:177 B:194 C:178 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  18
Face 355:    A:177 B:193 C:194 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  18

                                     Page 26



Face 356:    A:178 B:195 C:179 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  19
Face 357:    A:178 B:194 C:195 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  19
Face 358:    A:179 B:196 C:180 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  20
Face 359:    A:179 B:195 C:196 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  20
Face 360:    A:180 B:197 C:181 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  21
Face 361:    A:180 B:196 C:197 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  21
Face 362:    A:181 B:198 C:182 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  22
Face 363:    A:181 B:197 C:198 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  22
Face 364:    A:182 B:199 C:183 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  23
Face 365:    A:182 B:198 C:199 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  23
Face 366:    A:183 B:200 C:184 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  24
Face 367:    A:183 B:199 C:200 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  24
Face 368:    A:184 B:201 C:185 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  25
Face 369:    A:184 B:200 C:201 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  25
Face 370:    A:185 B:202 C:186 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  26
Face 371:    A:185 B:201 C:202 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  26
Face 372:    A:186 B:203 C:187 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  27
Face 373:    A:186 B:202 C:203 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  27
Face 374:    A:187 B:204 C:188 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  28
Face 375:    A:187 B:203 C:204 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  28
Face 376:    A:188 B:205 C:189 AB:0 BC:1 CA:1

                                     Page 27



Material:"CYAN PLSTC"
Smoothing:  29
Face 377:    A:188 B:204 C:205 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  29
Face 378:    A:189 B:206 C:190 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  30
Face 379:    A:189 B:205 C:206 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  30
Face 380:    A:190 B:207 C:191 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  31
Face 381:    A:190 B:206 C:207 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  31
Face 382:    A:191 B:192 C:176 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  32
Face 383:    A:191 B:207 C:192 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  32
Face 384:    A:192 B:209 C:193 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  1
Face 385:    A:192 B:208 C:209 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  1
Face 386:    A:193 B:210 C:194 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  2
Face 387:    A:193 B:209 C:210 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  2
Face 388:    A:194 B:211 C:195 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  3
Face 389:    A:194 B:210 C:211 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  3
Face 390:    A:195 B:212 C:196 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  4
Face 391:    A:195 B:211 C:212 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  4
Face 392:    A:196 B:213 C:197 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  5
Face 393:    A:196 B:212 C:213 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  5
Face 394:    A:197 B:214 C:198 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  6
Face 395:    A:197 B:213 C:214 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  6
Face 396:    A:198 B:215 C:199 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"

                                     Page 28



Smoothing:  7
Face 397:    A:198 B:214 C:215 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  7
Face 398:    A:199 B:216 C:200 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  8
Face 399:    A:199 B:215 C:216 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  8
Face 400:    A:200 B:217 C:201 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  9
Face 401:    A:200 B:216 C:217 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  9
Face 402:    A:201 B:218 C:202 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  10
Face 403:    A:201 B:217 C:218 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  10
Face 404:    A:202 B:219 C:203 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  11
Face 405:    A:202 B:218 C:219 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  11
Face 406:    A:203 B:220 C:204 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  12
Face 407:    A:203 B:219 C:220 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  12
Face 408:    A:204 B:221 C:205 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  13
Face 409:    A:204 B:220 C:221 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  13
Face 410:    A:205 B:222 C:206 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  14
Face 411:    A:205 B:221 C:222 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  14
Face 412:    A:206 B:223 C:207 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  15
Face 413:    A:206 B:222 C:223 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  15
Face 414:    A:207 B:208 C:192 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  16
Face 415:    A:207 B:223 C:208 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  16
Face 416:    A:208 B:225 C:209 AB:0 BC:1 CA:1
Material:"CYAN PLSTC"
Smoothing:  17

                                     Page 29



Face 417:    A:208 B:224 C:225 AB:1 BC:1 CA:0
Material:"CYAN PLSTC"
Smoothing:  17
